name,sex,year,count,baseline,ratio,score
Giselle,F,1997,937,365,2.57,2405.4
Aranza,F,2015,290,35,8.29,2402.9
Chuck,M,1958,905,341,2.65,2401.8
Cole,M,1982,806,271,2.97,2397.2
Miranda,F,1975,882,325,2.71,2393.6
Samantha,F,1964,415,72,5.76,2392.0
Itzel,F,1994,489,100,4.89,2391.2
Rubi,F,1990,285,34,8.38,2389.0
Buffy,F,1968,239,24,9.96,2380.0
Daijah,F,1996,195,16,12.19,2376.6
Luanne,F,1953,580,142,4.08,2369.0
Tasia,F,1984,223,21,10.62,2368.0
Jennifer,F,1944,684,198,3.45,2362.9
Gina,F,1954,888,334,2.66,2360.9
Norah,F,2004,476,96,4.96,2360.2
Teela,F,1984,175,13,13.46,2355.8
Raekwon,M,1995,303,39,7.77,2354.1
Ayla,F,1987,329,46,7.15,2353.1
Coretta,F,1969,194,16,12.12,2352.2
Addison,M,1986,295,37,7.97,2352.0
Brittani,F,1985,557,132,4.22,2350.4
Colter,M,2022,720,221,3.26,2345.7
Tatum,F,1998,689,203,3.39,2338.5
Kierra,F,1989,525,118,4.45,2335.8
Adalyn,F,2009,861,318,2.71,2331.2
Baker,M,2019,620,165,3.76,2329.7
Kiley,F,1978,273,32,8.53,2329.0
Maurice,M,1912,811,283,2.87,2324.1
Wilbur,M,1912,832,298,2.79,2322.9
Karol,F,2005,316,43,7.35,2322.2
Lisha,F,1961,231,23,10.04,2320.0
Andrea,F,1939,648,181,3.58,2319.9
Vivienne,F,2010,730,230,3.17,2317.0
Pam,F,1956,866,325,2.66,2307.6
Lindsay,F,1975,515,115,4.48,2306.3
Kevon,M,2000,649,183,3.55,2301.6
Briella,F,2012,828,298,2.78,2300.6
Daren,M,1965,761,252,3.02,2298.1
Jenna,F,1973,591,152,3.89,2297.9
Amiri,M,2022,567,140,4.05,2296.3
Kelley,F,1959,817,291,2.81,2293.8
Haley,F,1978,518,117,4.43,2293.4
Gael,M,2004,751,246,3.05,2292.7
Kwame,M,1990,299,39,7.67,2292.3
Tyrone,M,1939,406,72,5.64,2289.4
Ciara,F,1986,733,235,3.12,2286.3
Jarrod,M,1966,219,21,10.43,2283.9
Dafne,F,2001,224,22,10.18,2280.7
Arnold,M,1912,767,258,2.97,2280.2
Brianna,F,1979,713,223,3.2,2279.7
Jaimie,F,1987,670,197,3.4,2278.7
Mylie,F,2007,327,47,6.96,2275.1
Jacoby,M,2008,691,210,3.29,2273.7
Chandler,F,1992,437,84,5.2,2273.4
Elyse,F,1984,426,80,5.33,2268.5
Jax,M,2010,882,343,2.57,2268.0
Sandra,F,1932,822,298,2.76,2267.4
Isabella,F,1993,831,305,2.72,2264.1
Debanhi,F,2022,178,14,12.71,2263.1
Meadow,F,2001,293,38,7.71,2259.2
Giuliana,F,2010,840,313,2.68,2254.3
Camron,M,1999,683,207,3.3,2253.6
Vernon,M,1912,889,351,2.53,2251.6
Kayce,M,2023,666,197,3.38,2251.6
Colsen,M,2024,442,87,5.08,2245.6
Connor,M,1988,787,276,2.85,2244.1
Abby,F,1979,791,279,2.84,2242.6
Gary,M,1930,713,227,3.14,2239.5
Londyn,F,2009,870,338,2.57,2239.3
Angelia,F,1990,484,105,4.61,2231.0
Laila,F,2001,612,168,3.64,2229.4
Thea,F,2015,688,213,3.23,2222.3
Bradley,M,1947,830,310,2.68,2222.3
Viviana,F,1979,419,79,5.3,2222.3
Laisha,F,2000,216,21,10.29,2221.7
Citlalli,F,1999,226,23,9.83,2220.7
Raya,F,2022,784,277,2.83,2219.0
Autumn,F,1975,840,318,2.64,2218.9
Gary,M,1929,537,130,4.13,2218.2
Kirstie,F,1990,537,130,4.13,2218.2
Carole,F,1931,850,326,2.61,2216.3
Zhane,F,1994,391,69,5.67,2215.7
Darian,F,1992,305,42,7.26,2214.9
Cheyenne,F,1990,833,314,2.65,2209.8
Evangeline,F,2006,486,107,4.54,2207.4
Debora,F,1951,639,185,3.45,2207.1
Kamryn,F,1998,448,91,4.92,2205.5
Marsha,F,1937,561,143,3.92,2200.8
Wilson,M,1912,496,112,4.43,2196.6
Trista,F,2003,566,146,3.88,2194.2
Grisel,F,1984,204,19,10.74,2190.3
Yamile,F,2000,204,19,10.74,2190.3
Brock,M,1975,617,174,3.55,2187.9
Azul,F,2007,405,75,5.4,2187.0
Leslie,M,1913,838,323,2.59,2174.1
Adley,F,2012,378,66,5.73,2164.9
Durell,M,1985,208,20,10.4,2163.2
Jordyn,F,1990,509,120,4.24,2159.0
Ryne,M,1985,286,38,7.53,2152.5
Kelli,F,1958,533,132,4.04,2152.2
Leonidas,M,2008,241,27,8.93,2151.1
Amelie,F,2003,274,35,7.83,2145.0
Mcarthur,M,1943,173,14,12.36,2137.8
Vivienne,F,2009,570,152,3.75,2137.5
Marc,M,1946,790,292,2.71,2137.3
Yuridia,F,2006,296,41,7.22,2137.0
Shavon,F,1979,358,60,5.97,2136.1
Candice,F,1946,273,35,7.8,2129.4
Danielle,F,1961,666,209,3.19,2122.3
Ophelia,F,2017,765,276,2.77,2120.4
Jena,F,1985,614,178,3.45,2118.0
Suri,F,2006,184,16,11.5,2116.0
Kehlani,F,2016,325,50,6.5,2112.5
Therese,F,1926,781,289,2.7,2110.6
Arya,F,2012,759,273,2.78,2110.2
Freya,F,2015,770,281,2.74,2110.0
Lacey,F,1978,787,294,2.68,2106.7
Debra,F,1947,679,219,3.1,2105.2
Makayla,F,1993,762,276,2.76,2103.8
Darrin,M,1964,801,305,2.63,2103.6
Sincere,M,2000,189,17,11.12,2101.2
Colin,M,1942,349,58,6.02,2100.0
Angelique,F,1969,624,186,3.35,2093.4
Kara,F,1963,817,319,2.56,2092.4
Kyro,M,2019,339,55,6.16,2089.5
Octavia,F,2018,737,260,2.83,2089.1
Darla,F,1936,246,29,8.48,2086.8
Kashton,M,2018,685,225,3.04,2085.4
Anissa,F,1967,219,23,9.52,2085.3
Braylon,M,2006,753,272,2.77,2084.6
January,F,1976,204,20,10.2,2080.8
Chace,M,2009,512,126,4.06,2080.5
Gayle,F,1935,705,239,2.95,2079.6
Harrison,M,1888,400,77,5.19,2077.9
Jadiel,M,2009,392,74,5.3,2076.5
Katherin,F,1989,277,37,7.49,2073.8
Jaclyn,F,1976,325,51,6.37,2071.1
Anissa,F,1993,602,175,3.44,2070.9
Koda,M,2004,182,16,11.38,2070.2
Terra,F,1971,394,75,5.25,2069.8
Cielo,F,2000,245,29,8.45,2069.8
Nicolette,F,1980,375,68,5.51,2068.0
Nicolas,M,1978,799,309,2.59,2066.0
Daija,F,1996,253,31,8.16,2064.8
Ericka,F,1970,613,182,3.37,2064.7
Chasity,F,1974,618,185,3.34,2064.5
Ryan,F,1978,580,163,3.56,2063.8
Wayne,M,1913,760,280,2.71,2062.9
Zayn,M,2016,749,272,2.75,2062.5
Shanice,F,1989,537,140,3.84,2059.8
Alisson,F,2009,493,118,4.18,2059.7
Breanne,F,1980,324,51,6.35,2058.4
Nicholas,M,1913,796,308,2.58,2057.2
Marlon,M,1955,449,98,4.58,2057.2
Wrenley,F,2021,630,193,3.26,2056.5
Neithan,M,2025,371,67,5.54,2054.3
Lacey,F,1979,790,304,2.6,2053.0
Jamarion,M,2003,317,49,6.47,2050.8
Jamya,F,1999,163,13,12.54,2043.8
Jaceon,M,2014,163,13,12.54,2043.8
Somaya,F,2012,207,21,9.86,2040.4
Suzette,F,1946,338,56,6.04,2040.1
Katelyn,F,1984,702,242,2.9,2036.4
Akeem,M,1984,255,32,7.97,2032.0
Kelsey,F,1982,791,308,2.57,2031.4
Odalis,F,1996,216,23,9.39,2028.5
Kaaren,F,1942,191,18,10.61,2026.7
Rhonda,F,1946,580,166,3.49,2026.5
Jocelyne,F,1996,461,105,4.39,2024.0
Kelli,F,1959,762,288,2.65,2016.1
Bentlee,M,2010,250,31,8.06,2016.1
Glenda,F,1933,680,230,2.96,2010.4
Rashad,M,1987,608,184,3.3,2009.0
Jaden,F,2000,752,282,2.67,2005.3
Winter,F,1979,241,29,8.31,2002.8
Azari,F,2023,415,86,4.83,2002.6
Aretha,F,1968,543,148,3.67,1992.2
Kathi,F,1954,740,275,2.69,1991.3
Nyla,F,2002,637,204,3.12,1989.1
Orville,M,1913,676,230,2.94,1986.9
Jaxtyn,M,2018,299,45,6.64,1986.7
Leesa,F,1956,318,51,6.24,1982.8
Briella,F,2011,594,178,3.34,1982.2
Vonda,F,1964,602,183,3.29,1980.3
Carys,F,2004,178,16,11.12,1980.2
Tinley,F,2010,178,16,11.12,1980.2
Mac,M,1942,398,80,4.97,1980.0
Suri,F,2007,199,20,9.95,1980.0
Darin,M,1961,438,97,4.52,1977.8
Layla,F,2000,698,247,2.83,1972.5
Kara,F,1962,516,135,3.82,1972.3
Harding,M,1921,235,28,8.39,1972.3
Alanis,F,1996,172,15,11.47,1972.3
Tatyana,F,1996,774,304,2.55,1970.6
Jailene,F,1997,397,80,4.96,1970.1
Gillian,F,1997,659,221,2.98,1965.1
Henley,F,2014,592,179,3.31,1957.9
Reyli,M,2005,153,12,12.75,1950.8
Kalista,F,1999,182,17,10.71,1948.5
Shawnte,F,1977,207,22,9.41,1947.7
Lynda,F,1939,764,300,2.55,1945.7
Willard,M,1912,718,265,2.71,1945.4
Lilah,F,2008,774,308,2.51,1945.1
Max,M,1912,734,277,2.65,1945.0
Nicholas,M,1912,676,235,2.88,1944.6
Mireya,F,1997,567,166,3.42,1936.7
Rick,M,1944,431,96,4.49,1935.0
Connor,M,1987,585,177,3.31,1933.5
Dominque,F,1985,314,51,6.16,1933.3
Memphis,M,2002,152,12,12.67,1925.3
Wayde,M,1959,252,33,7.64,1924.4
Chuck,M,1957,629,206,3.05,1920.6
Archie,M,2020,635,210,3.02,1920.1
Telly,M,1975,277,40,6.92,1918.2
Darby,F,1995,491,126,3.9,1913.3
Dallas,F,1993,450,106,4.25,1910.4
Tori,F,1976,602,190,3.17,1907.4
Knox,M,2009,341,61,5.59,1906.2
Nickolas,M,1978,574,173,3.32,1904.5
Neymar,M,2011,190,19,10.0,1900.0
Arsenio,M,1989,397,83,4.78,1898.9
Claudette,F,1935,704,261,2.7,1898.9
Noelia,F,1999,314,52,6.04,1896.1
Addisyn,F,2006,471,117,4.03,1896.1
Khadijah,F,1993,435,100,4.35,1892.2
Kayden,M,2003,725,278,2.61,1890.7
Adalyn,F,2008,578,177,3.27,1887.5
Arantza,F,2014,179,17,10.53,1884.8
Ariel,F,1982,584,181,3.23,1884.3
Tashina,F,1981,168,15,11.2,1881.6
Caitlin,F,1980,646,222,2.91,1879.8
Rochelle,F,1936,440,103,4.27,1879.6
Zaria,F,1997,341,62,5.5,1875.5
Analeia,F,2025,579,179,3.23,1872.9
Macy,F,1991,535,153,3.5,1870.8
Ronaldo,M,1998,359,69,5.2,1867.8
Cheri,F,1946,591,187,3.16,1867.8
Somaya,F,2011,198,21,9.43,1866.9
Emberly,F,2017,471,119,3.96,1864.2
Wrenlee,F,2022,414,92,4.5,1863.0
Marnie,F,1965,266,38,7.0,1862.0
Beyonce,F,2001,353,67,5.27,1859.8
Royal,F,2014,255,35,7.29,1857.9
Ainhoa,F,2019,368,73,5.04,1855.1
Ariel,F,1983,650,228,2.85,1853.1
Carly,F,1974,370,74,5.0,1850.0
Jess,M,1915,577,180,3.21,1849.6
Kylo,M,2020,662,237,2.79,1849.1
Callen,M,2011,421,96,4.39,1846.3
Kyrie,M,2012,243,32,7.59,1845.3
Palmer,F,2019,675,247,2.73,1844.6
Tatyana,F,1995,703,268,2.62,1844.1
Warren,M,1912,697,264,2.64,1840.2
Britny,F,1989,278,42,6.62,1840.1
Kaitlin,F,1984,682,253,2.7,1838.4
Chance,M,1985,650,230,2.83,1837.0
Salma,F,1998,430,101,4.26,1830.7
Dream,F,2018,484,128,3.78,1830.1
Naima,F,2006,299,49,6.1,1824.5
Haley,F,1977,462,117,3.95,1824.3
Paxton,M,2008,697,267,2.61,1819.5
Brandie,F,1973,556,170,3.27,1818.4
Melissa,F,1948,600,198,3.03,1818.2
Kenisha,F,1977,229,29,7.9,1808.3
Emberly,F,2018,595,196,3.04,1806.2
Shaniya,F,1996,170,16,10.62,1806.2
Camilo,M,2022,682,258,2.64,1802.8
Cindi,F,1957,459,117,3.92,1800.7
Roseanna,F,1950,275,42,6.55,1800.6
Dalia,F,1994,516,148,3.49,1799.0
Raylan,M,2012,487,132,3.69,1796.7
Talon,M,2006,661,244,2.71,1790.7
Royal,M,2015,648,235,2.76,1786.8
Jocelyne,F,1995,351,69,5.09,1785.5
Amiri,M,2021,330,61,5.41,1785.2
Kaleena,F,1982,270,41,6.59,1778.0
Liberty,F,2002,584,192,3.04,1776.3
Roni,F,1955,295,49,6.02,1776.0
Jaimie,F,1977,419,99,4.23,1773.3
Kellie,F,1958,467,123,3.8,1773.1
Sheryl,F,1943,588,195,3.02,1773.0
Colbie,F,2008,163,15,10.87,1771.3
Corbin,M,1988,374,79,4.73,1770.6
Juwan,M,1993,230,30,7.67,1763.3
Gilda,F,1947,346,68,5.09,1760.5
Dirk,M,1954,438,109,4.02,1760.0
Bart,M,1958,688,269,2.56,1759.6
Kiley,F,1979,275,43,6.4,1758.7
Arleen,F,1939,415,98,4.23,1757.4
Luanne,F,1954,588,197,2.98,1755.0
Anahi,F,1998,490,137,3.58,1752.6
Yuliana,F,2001,360,74,4.86,1751.4
Candace,F,1943,233,31,7.52,1751.3
Serena,F,1969,676,261,2.59,1750.9
Jacob,M,1912,691,273,2.53,1749.0
Lakisha,F,1974,630,227,2.78,1748.5
Betzy,F,2006,229,30,7.63,1748.0
Kyomi,F,2025,551,174,3.17,1744.8
Ailanny,F,2025,280,45,6.22,1742.2
Kellie,F,1959,596,204,2.92,1741.3
Naima,F,2005,283,46,6.15,1741.1
Jax,M,2009,675,262,2.58,1739.0
Cindy,F,1946,677,264,2.56,1736.1
Samara,F,2003,656,248,2.65,1735.2
Rory,M,1977,538,167,3.22,1733.2
Chrissy,F,1979,454,119,3.82,1732.1
Symone,F,1990,239,33,7.24,1730.9
Beverly,F,1916,495,142,3.49,1725.5
Farrah,F,2010,530,163,3.25,1723.3
Brock,M,1976,645,242,2.67,1719.1
Sharyn,F,1946,680,269,2.53,1719.0
Shad,M,1971,406,96,4.23,1717.0
Wrenlee,F,2023,514,154,3.34,1715.6
Candace,F,1945,632,233,2.71,1714.3
Traci,F,1960,674,265,2.54,1714.2
Steve,M,1913,661,255,2.59,1713.4
Damarion,M,2003,215,27,7.96,1712.0
Aubrey,F,1974,185,20,9.25,1711.2
Sharon,F,1930,523,160,3.27,1709.6
Meghann,F,1978,301,53,5.68,1709.5
Alaiya,F,2019,353,73,4.84,1707.0
Dakota,M,1986,320,60,5.33,1706.7
Alexus,F,1992,367,79,4.65,1704.9
Nery,M,2007,222,29,7.66,1699.4
Dakota,M,1987,430,109,3.94,1696.3
Amare,M,2003,154,14,11.0,1694.0
Raya,F,2021,636,239,2.66,1692.5
Serenity,F,2000,654,253,2.58,1690.6
Sherry,F,1936,568,191,2.97,1689.1
Winston,M,1941,542,174,3.11,1688.3
Ciara,F,1985,549,179,3.07,1683.8
Kaeli,F,2024,367,80,4.59,1683.6
Mandie,F,1975,201,24,8.38,1683.4
Anissa,F,1969,607,219,2.77,1682.4
Dion,M,1958,217,28,7.75,1681.8
Monique,F,1960,627,234,2.68,1680.0
Tamika,F,1968,183,20,9.15,1674.5
Thiago,M,2013,561,188,2.98,1674.0
Elyse,F,1985,639,244,2.62,1673.4
Marc,M,1945,613,225,2.72,1670.1
Wayne,M,1912,617,228,2.71,1669.7
Deja,F,1988,286,49,5.84,1669.3
Jaden,F,1999,579,201,2.88,1667.9
Yuridia,F,2005,255,39,6.54,1667.3
Cristal,F,1986,593,211,2.81,1666.6
Melanie,F,1941,308,57,5.4,1664.3
Kassidy,F,1995,608,223,2.73,1657.7
Marva,F,1936,350,74,4.73,1655.4
Matt,M,1957,569,196,2.9,1651.8
Barb,F,1957,290,51,5.69,1649.0
Tierra,F,1982,260,41,6.34,1648.8
Randy,M,1943,584,207,2.82,1647.6
Dylan,F,2003,572,199,2.87,1644.1
Candida,F,1971,222,30,7.4,1642.8
Colby,M,1983,656,262,2.5,1642.5
Vicki,F,1938,367,82,4.48,1642.5
Latoya,F,1973,488,145,3.37,1642.4
Jeffrey,M,1939,378,87,4.34,1642.3
Pershing,M,1918,295,53,5.57,1642.0
Angel,F,1961,596,217,2.75,1636.9
Arly,F,2003,246,37,6.65,1635.6
Jimena,F,2001,262,42,6.24,1634.4
Kecia,F,1964,265,43,6.16,1633.1
Oaklynn,F,2017,305,57,5.35,1632.0
Mayra,F,1979,595,217,2.74,1631.5
Lyanna,F,2017,318,62,5.13,1631.0
Londyn,F,2008,612,230,2.66,1628.5
Ashleigh,F,1981,569,199,2.86,1626.9
Jamal,M,1969,255,40,6.38,1625.6
Nuri,F,2019,217,29,7.48,1623.8
Roland,M,1913,611,230,2.66,1623.1
Macy,F,1990,351,76,4.62,1621.1
Anika,F,1972,161,16,10.06,1620.1
Yulissa,F,1998,197,24,8.21,1617.0
Robyn,F,1947,329,67,4.91,1615.5
Fallon,F,1982,611,232,2.63,1609.1
Mckayla,F,1995,523,170,3.08,1609.0
Kirstie,F,1991,635,251,2.53,1606.5
Dusty,M,1981,602,226,2.66,1603.6
Kassidy,F,1994,460,132,3.48,1603.0
Shannen,F,1992,179,20,8.95,1602.0
Betzaida,F,2004,160,16,10.0,1600.0
Franklin,M,1913,593,220,2.7,1598.4
Paige,F,1962,548,188,2.91,1597.4
Marisa,F,1956,307,59,5.2,1597.4
Darien,M,1993,533,178,2.99,1596.0
Icelynn,F,2024,288,52,5.54,1595.1
Landon,M,1936,174,19,9.16,1593.5
Cheryl,F,1938,397,99,4.01,1592.0
Glen,M,1913,606,231,2.62,1589.8
Dillion,M,1992,354,79,4.48,1586.3
Milan,M,2013,486,149,3.26,1585.2
Kierra,F,1990,581,213,2.73,1584.8
Ally,F,1999,540,184,2.93,1584.8
Huey,M,1935,494,154,3.21,1584.6
Lori,F,1951,531,178,2.98,1584.1
Analeigh,F,2009,199,25,7.96,1584.0
Jerrica,F,1987,318,64,4.97,1580.1
Arianna,F,1990,629,251,2.51,1576.3
Dewey,M,1899,499,158,3.16,1576.0
Dutton,M,2023,366,85,4.31,1576.0
Xavi,M,2010,257,42,6.12,1572.6
Blair,F,1981,372,88,4.23,1572.5
Melody,F,1942,202,26,7.77,1569.4
Major,M,2012,556,197,2.82,1569.2
Davonte,M,1993,363,84,4.32,1568.7
Krystina,F,1985,365,85,4.29,1567.4
Avis,F,1912,358,82,4.37,1563.0
Devonta,M,1993,306,60,5.1,1560.6
Mazikeen,F,2020,256,42,6.1,1560.4
Kross,M,2020,181,21,8.62,1560.0
Clarisa,F,1994,323,67,4.82,1557.1
Alexandria,F,1981,552,196,2.82,1554.6
